"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5711"", ""5711"")","Adding new dental note titles","","08. Note - New Title","6/16/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5710"", ""5710"")","Change job--need to change auto-populated Progress Note Titles","","12. Other Request or Inquiry","6/16/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5709"", ""5709"")","v21 CRH MH menu","","15. **FOR CAC USE ONLY**","6/16/2023","8/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5708"", ""5708"")","MSA INDYA LEE","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5707"", ""5707"")","Unable to order quantity of tablets or days supply for rx.","","12. Other Request or Inquiry","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5706"", ""5706"")","Consult Access Removal_Occupational Therapy_Rene Ramirez","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5705"", ""5705"")","Disable MTZ Radiology IFCs","","03. Consult Service - Change","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5704"", ""5704"")","Requesting to Add Prerequisite- RESPITE/ADHC","","05. Consult Service - Template","6/16/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5703"", ""5703"")","Finding out what consults a provider has alerts for so I can remove them","","12. Other Request or Inquiry","6/16/2023","8/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5700"", ""5700"")","6.16.23-ACCESS REQUEST-RACHEAL PAUL- GMH MED PROVIDER TRANSFER","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5699"", ""5699"")","Add teams to consults","","12. Other Request or Inquiry","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5698"", ""5698"")","Add consult access - Flohr","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5697"", ""5697"")","Stress Discussed Reminder - Link to WH Consult and Health Factor embedded","","12. Other Request or Inquiry","6/15/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5695"", ""5695"")","Whole Health - Adding What Matters Most to Nurse Preventative Screen Note","","09. Note - Template Request","6/15/2023","11/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5694"", ""5694"")","Please disable Radiology IFCs.","","03. Consult Service - Change","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5692"", ""5692"")","Update verbiage on quick order","","06. CPRS Menu, Order, or Order Set - Change","6/15/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5691"", ""5691"")","Adding Clinical Reminders to templates","","09. Note - Template Request","6/15/2023","8/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5690"", ""5690"")","ALLERGY to Beta Lactam RD template","","15. **FOR CAC USE ONLY**","6/15/2023","6/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5689"", ""5689"")","Update Vancomycin 3000mg Quick order in ED Menu","","06. CPRS Menu, Order, or Order Set - Change","6/15/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5688"", ""5688"")","MRI Appointment Letter-No Prep-Working with Sathya Venkatapathy","","08. Note - New Title","6/15/2023","7/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5687"", ""5687"")","MRI Appointment Letter-With Contrast NPO-Working with Sathya Venkatapathy","","08. Note - New Title","6/15/2023","7/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5686"", ""5686"")","MRI Appointment Letter-With Contrast Without NPO-Working with Sathya Venkatapathy","","08. Note - New Title","6/15/2023","7/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5685"", ""5685"")","MRI-Enterography Oral Contrast NPO-Working with Sathya Venkatapathy","","08. Note - New Title","6/15/2023","7/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5684"", ""5684"")","MRI Appointment Letter-Clear Liquid Diet NPO-Working with Sathya Venkatapathy","","08. Note - New Title","6/15/2023","7/19/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5682"", ""5682"")","VA-Primary Care Post-Discharge Template (Clinical Reminder Update_2_0_346)","","15. **FOR CAC USE ONLY**","6/15/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5681"", ""5681"")","Consult Access - A. Oshaana","","16. **CAC USE ONLY, TESTING PURPOSES***","6/15/2023","6/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5678"", ""5678"")","Please modify the Derm consult template to make reason for request mandatory","","05. Consult Service - Template","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5677"", ""5677"")","Please modify the Pulm consult template to include reason for request","","05. Consult Service - Template","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5676"", ""5676"")","Modification of the Urology and Pulm consult template","","05. Consult Service - Template","6/15/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5674"", ""5674"")","Alicia Barrens consult access","","12. Other Request or Inquiry","6/15/2023","7/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5673"", ""5673"")","Discussion of CP flowsheets","","12. Other Request or Inquiry","6/15/2023","6/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5672"", ""5672"")","Create a new ""Infectious Disease OPAT (STC)"" Consult","","04. Consult Service - New","6/15/2023","7/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5671"", ""5671"")","Change consult name for Outpatient Parenteral Antibiotic Therapy","","03. Consult Service - Change","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5670"", ""5670"")","Update Outpatient Pareneral Antibiotic Therapy SNF or CREC/CLC menu","","05. Consult Service - Template","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5669"", ""5669"")","CPRS Training","","13. CPRS Training (Self-Paced)","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5668"", ""5668"")","Number of procedures scheduled/performed (SPFL)","","11. Data Request","6/15/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5667"", ""5667"")","Aileen Kucsera - consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/15/2023","6/15/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5666"", ""5666"")","re-requesting CPRS training for Sybil Williams (prior USER ID was wrong, so did not receive training","","13. CPRS Training (Self-Paced)","6/14/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5665"", ""5665"")","Otieno CPRS request","","13. CPRS Training (Self-Paced)","6/14/2023","6/16/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5664"", ""5664"")","functionality to receive consult and connect note","","12. Other Request or Inquiry","6/14/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5661"", ""5661"")","Add notifications to Angela Hermesky","","16. **CAC USE ONLY, TESTING PURPOSES***","6/14/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5660"", ""5660"")","Order placed","","12. Other Request or Inquiry","6/14/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5659"", ""5659"")","add alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/14/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5658"", ""5658"")","unable to select a provider in VSE for RTC","","12. Other Request or Inquiry","6/14/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5657"", ""5657"")","Add alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/14/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5655"", ""5655"")","charting note error, wrong chart","","12. Other Request or Inquiry","6/13/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5651"", ""5651"")","reactivate inactive note title","","12. Other Request or Inquiry","6/13/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5650"", ""5650"")","Hide a Community Care Consult Title","","06. CPRS Menu, Order, or Order Set - Change","6/13/2023","6/14/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5649"", ""5649"")","Dr. Weibel needs to be alerted to conults","","16. **CAC USE ONLY, TESTING PURPOSES***","6/13/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5648"", ""5648"")","Change name of IFC CARDIOLOGY LAAO PROCEDURE OUTPT consult","","15. **FOR CAC USE ONLY**","6/13/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5646"", ""5646"")","change in order set for pcmhi group consult","","06. CPRS Menu, Order, or Order Set - Change","6/13/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5645"", ""5645"")","Help with deleting CPRS note","","12. Other Request or Inquiry","6/12/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5644"", ""5644"")","IFC CARDIOLOGY LAAO PROCEDURE OUTPT","","15. **FOR CAC USE ONLY**","6/12/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5643"", ""5643"")","link SAC Geri SW notes","","09. Note - Template Request","6/12/2023","6/13/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5639"", ""5639"")","Remove Specialty Care Consults - Joy Cinotto","","16. **CAC USE ONLY, TESTING PURPOSES***","6/12/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5638"", ""5638"")","Consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/12/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5636"", ""5636"")","VA-Toxic Exposure Screening Reminder Update (Clinical Reminder Update_2_0_307C) June 8, 2023","","15. **FOR CAC USE ONLY**","6/12/2023","7/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5635"", ""5635"")","Neph SW KOE consult: NEW","","04. Consult Service - New","6/12/2023","9/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5633"", ""5633"")","Need Signature Capability","","12. Other Request or Inquiry","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5632"", ""5632"")","Consult Service add Access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5631"", ""5631"")","Add verbiage to I131 cancer therapy quick order","","06. CPRS Menu, Order, or Order Set - Change","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5628"", ""5628"")","Hospitalist templates","","12. Other Request or Inquiry","6/9/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5627"", ""5627"")","How to remove Medications nearing expiration view alert","","12. Other Request or Inquiry","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5624"", ""5624"")","Unable to receive consult-grayed out","","16. **CAC USE ONLY, TESTING PURPOSES***","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5623"", ""5623"")","remove CPRS warning for nonfasting lipid panel","","12. Other Request or Inquiry","6/9/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5622"", ""5622"")","6-9-23 CONSULT SERVICE ACCESS MTZ SURGERY","","16. **CAC USE ONLY, TESTING PURPOSES***","6/8/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5620"", ""5620"")","new Note title SPEECH PATHOLOGY SECURE MESSAGING","","08. Note - New Title","6/8/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5618"", ""5618"")","Removal of notifications for NorCal Ostomy Appliance NFDRs","","16. **CAC USE ONLY, TESTING PURPOSES***","6/8/2023","6/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5617"", ""5617"")","New Consult Template Request","","05. Consult Service - Template","6/8/2023","6/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5615"", ""5615"")","Remove CSP alerts for staff Burns transferring","","16. **CAC USE ONLY, TESTING PURPOSES***","6/8/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5614"", ""5614"")","ctrac","GEC - Geriatrics and Extended Care","08. Note - New Title","6/8/2023","8/11/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5612"", ""5612"")","MD","","13. CPRS Training (Self-Paced)","6/8/2023","6/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5611"", ""5611"")","Access to Vista Imaging: get the options to attach the records to the notes or consults in CPRS","","12. Other Request or Inquiry","6/8/2023","6/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5610"", ""5610"")","Create new Note Title","","08. Note - New Title","6/7/2023","6/12/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5609"", ""5609"")","Requesting Access- Brian Auker","","16. **CAC USE ONLY, TESTING PURPOSES***","6/7/2023","6/8/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5608"", ""5608"")","Unable to see Vista imaging","","12. Other Request or Inquiry","6/7/2023","6/7/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5607"", ""5607"")","IPVAP consult","","04. Consult Service - New","6/7/2023","9/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5606"", ""5606"")","Add teams to consults","","12. Other Request or Inquiry","6/7/2023","6/8/2023","Completed",
